"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen1Km_2";"Binnen3Km_3";"Binnen5Km_4";"AfstandTotHuisartsenpost_5";"AfstandTotApotheek_6";"AfstandTotZiekenhuis_7";"Binnen5Km_8";"Binnen10Km_9";"Binnen20Km_10";"AfstandTotZiekenhuis_11";"Binnen5Km_12";"Binnen10Km_13";"Binnen20Km_14";"AfstandTotConsultatiebureau_15";"AfstandTotFysiotherapeut_16";"Binnen1Km_17";"Binnen3Km_18";"Binnen5Km_19";"AfstandTotGroteSupermarkt_20";"Binnen1Km_21";"Binnen3Km_22";"Binnen5Km_23";"AfstandTotOvDagelLevensmiddelen_24";"Binnen1Km_25";"Binnen3Km_26";"Binnen5Km_27";"AfstandTotWarenhuis_28";"Binnen5Km_29";"Binnen10Km_30";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen1Km_33";"Binnen3Km_34";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen1Km_37";"Binnen3Km_38";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen1Km_41";"Binnen3Km_42";"Binnen5Km_43";"AfstandTotHotelED_44";"Binnen5Km_45";"Binnen10Km_46";"Binnen20Km_47";"AfstandTotKinderdagverblijf_48";"Binnen1Km_49";"Binnen3Km_50";"Binnen5Km_51";"AfstandTotBuitenschoolseOpvang_52";"Binnen1Km_53";"Binnen3Km_54";"Binnen5Km_55";"AfstandTotSchool_56";"Binnen1Km_57";"Binnen3Km_58";"Binnen5Km_59";"AfstandTotSchool_60";"Binnen3Km_61";"Binnen5Km_62";"Binnen10Km_63";"AfstandTotSchool_64";"Binnen3Km_65";"Binnen5Km_66";"Binnen10Km_67";"AfstandTotSchool_68";"Binnen3Km_69";"Binnen5Km_70";"Binnen10Km_71";"Binnen10Km_72";"Binnen20Km_73";"Binnen50Km_74";"Binnen10Km_75";"Binnen20Km_76";"Binnen50Km_77";"Binnen10Km_78";"Binnen20Km_79";"Binnen50Km_80";"Binnen10Km_81";"Binnen20Km_82";"Binnen50Km_83";"Binnen10Km_84";"Binnen20Km_85";"Binnen50Km_86";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotParkOfPlantsoen_88";"AfstandTotDagrecreatiefTerrein_89";"AfstandTotBos_90";"AfstandTotOpenNatTerreinTotaal_91";"AfstandTotOpenDroogNatTerrein_92";"AfstandTotOpenNatNatuurlijkTerrein_93";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotVolkstuin_96";"AfstandTotVerblijfsrecreatiefTerrein_97";"AfstandTotBegraafplaats_98";"AfstandTotRecreatiefBinnenwater_99";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102";"AfstandTotBibliotheek_103";"AfstandTotZwembad_104";"AfstandTotKunstijsbaan_105";"AfstandTotMuseum_106";"Binnen5Km_107";"Binnen10Km_108";"Binnen20Km_109";"AfstandTotPodiumkunstenTotaal_110";"Binnen5Km_111";"Binnen10Km_112";"Binnen20Km_113";"AfstandTotPoppodium_114";"AfstandTotBioscoop_115";"Binnen5Km_116";"Binnen10Km_117";"Binnen20Km_118";"AfstandTotSauna_119";"AfstandTotZonnebank_120";"AfstandTotAttractie_121";"Binnen10Km_122";"Binnen20Km_123";"Binnen50Km_124";"AfstandTotBrandweerkazerne_125"
"8095";"GM0459";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8111";"GM1960";"2021JJ00";"     1.5";"     0.6";"     1.9";"     3.6";"    11.6";"     2.1";"     9.0";"     0.1";"     0.7";"     5.5";"    13.2";"     0.0";"     0.1";"     1.1";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.8";"     2.5";"     4.3";"     1.4";"     2.7";"     9.7";"    15.9";"     4.9";"     0.5";"     1.2";"     6.8";"     2.1";"     0.6";"     2.1";"     4.1";"     1.2";"     1.5";"     5.6";"    10.3";"     2.2";"     1.6";"     6.7";"    10.7";"     5.3";"     0.8";"     2.5";"    14.3";"     0.9";"     1.1";"     3.3";"     6.8";"     0.9";"     0.9";"     3.0";"     6.3";"     0.8";"     1.3";"     3.9";"     7.9";"     4.9";"     0.7";"     1.2";"     4.3";"     5.0";"     0.4";"     0.8";"     3.2";"     5.1";"     0.4";"     0.6";"     1.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     4.7";"    26.1";"     3.2";"     5.2";"    26.9";"     6.3";"     0.7";"     2.4";"    12.2";"    10.6";"     0.0";"     0.5";"     5.1";"    25.4";"    13.6";"     0.0";"     0.1";"     1.3";"    21.3";"     9.0";"     9.1";"     1.0";"     5.2";"    46.7";"     2.3"
"8127";"GM0668";"2021JJ00";"     1.4";"     0.5";"     1.1";"     2.4";"    13.0";"     1.9";"    10.1";"     0.0";"     0.6";"     4.6";"    14.2";"     0.0";"     0.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.9";"     1.0";"     1.7";"     3.2";"     1.5";"     1.8";"     3.6";"     7.1";"     4.3";"     0.7";"     1.7";"     8.0";"     1.1";"     1.0";"     2.0";"     4.8";"     0.9";"     1.8";"     3.5";"     6.7";"     0.7";"     1.9";"     5.2";"     9.1";"     2.5";"     1.7";"     6.3";"    20.6";"     1.1";"     1.0";"     2.2";"     5.3";"     1.5";"     0.6";"     1.5";"     3.5";"     0.8";"     0.9";"     1.9";"     4.6";"     4.4";"     0.4";"     0.7";"     2.2";"     4.4";"     0.4";"     0.7";"     2.2";"     9.4";"     0.0";"     0.1";"     0.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"    12.3";"    25.8";"     2.7";"     8.0";"    24.0";"     4.4";"     0.6";"     1.2";"     7.9";"    12.1";"     0.0";"     0.1";"     4.2";"    15.2";"    12.2";"     0.0";"     0.1";"     2.9";"    12.6";"     8.8";"     4.7";"     1.4";"     4.8";"    43.4";"     2.1"
"8143";"GM0558";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8159";"GM1969";"2021JJ00";"     1.6";"     0.6";"     1.7";"     3.0";"     9.0";"     2.4";"    16.1";"     0.0";"     0.0";"     1.8";"    16.1";"     0.0";"     0.0";"     1.4";"       .";"       .";"       .";"       .";"       .";"     1.5";"     0.8";"     2.5";"     4.0";"     1.4";"     2.1";"     7.4";"    11.3";"     4.2";"     0.7";"     2.0";"     9.7";"     2.4";"     0.3";"     1.3";"     2.4";"     1.9";"     1.1";"     4.1";"     6.5";"     1.7";"     1.2";"     5.2";"     8.1";"     3.5";"     1.2";"     5.4";"    34.1";"     1.0";"     1.1";"     3.2";"     6.0";"     1.2";"     1.2";"     4.0";"     6.6";"     0.9";"     1.2";"     3.7";"     6.3";"     4.3";"     0.9";"     1.3";"     4.3";"     4.3";"     0.7";"     1.0";"     3.7";"     8.1";"     0.2";"     0.3";"     0.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     9.3";"    18.5";"     2.2";"     3.8";"    21.1";"     5.2";"     0.8";"     2.4";"    12.9";"    12.1";"     0.0";"     0.5";"     5.6";"    16.2";"    16.1";"     0.0";"     0.1";"     2.6";"    11.8";"    10.4";"     9.2";"     0.5";"     2.6";"    23.5";"     2.5"
"8175";"GM1701";"2021JJ00";"     2.2";"     0.4";"     0.8";"     1.4";"     5.3";"     2.2";"    13.7";"     0.0";"     0.6";"     2.2";"    18.6";"     0.0";"     0.0";"     0.6";"       .";"       .";"       .";"       .";"       .";"     2.4";"     0.4";"     0.8";"     1.6";"     2.1";"     1.7";"     3.1";"     5.8";"    11.4";"     0.0";"     0.4";"     2.8";"     6.6";"     0.1";"     0.3";"     0.6";"     1.9";"     0.8";"     1.9";"     3.9";"     1.2";"     1.8";"     4.6";"     8.7";"     1.8";"     2.9";"     8.2";"    29.2";"     1.3";"     0.6";"     1.5";"     3.4";"     1.3";"     0.6";"     1.4";"     3.2";"     1.4";"     0.6";"     1.4";"     3.0";"     6.6";"     0.1";"     0.2";"     2.6";"     6.6";"     0.1";"     0.2";"     2.6";"     6.9";"     0.1";"     0.2";"     1.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"    11.8";"    19.4";"     2.4";"    10.9";"    31.5";"     4.9";"     1.0";"     3.0";"     8.8";"    13.5";"     0.0";"     0.4";"     1.7";"    24.5";"    17.5";"     0.0";"     0.1";"     0.7";"    14.1";"    15.2";"     7.9";"     1.5";"     6.9";"    35.3";"     3.1"
"8191";"GM0293";"2021JJ00";"     0.8";"     0.6";"     2.3";"     7.2";"     8.2";"     0.8";"     5.5";"     0.3";"     4.0";"     7.0";"     8.2";"     0.0";"     2.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.6";"     4.2";"    15.6";"     0.6";"     3.6";"    13.3";"    47.1";"     1.5";"     2.9";"     8.0";"    18.4";"     1.5";"     0.9";"     3.9";"    14.4";"     0.7";"     1.1";"     5.1";"    27.5";"     0.8";"     1.8";"     8.0";"    31.0";"     2.6";"     2.0";"    19.8";"    54.2";"     0.6";"     2.2";"     6.5";"    20.4";"     0.6";"     2.1";"     6.5";"    17.1";"     0.6";"     1.8";"     5.5";"    15.2";"     3.4";"     0.2";"     3.9";"    22.3";"     3.4";"     0.2";"     2.6";"    17.3";"     4.0";"     0.0";"     1.4";"    12.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.7";"     1.5";"     7.5";"     1.6";"     5.1";"    24.4";"     6.0";"     0.1";"     7.7";"    20.7";"     6.2";"     0.1";"     9.9";"    17.3";"     7.2";"     7.0";"     0.0";"     3.9";"    10.8";"     6.5";"     1.2";"     4.5";"     2.5";"     6.0";"    34.2";"     4.2"
"8207";"GM1950";"2021JJ00";"     1.9";"     0.5";"     1.3";"     1.7";"    16.8";"     1.9";"    16.8";"     0.0";"     0.0";"     1.6";"    16.8";"     0.0";"     0.0";"     1.4";"       .";"       .";"       .";"       .";"       .";"     2.1";"     0.8";"     2.0";"     2.6";"     1.4";"     1.0";"     3.1";"     4.9";"     7.2";"     0.4";"     0.7";"     3.3";"     2.5";"     0.2";"     1.1";"     2.3";"     1.7";"     0.9";"     2.9";"     4.4";"     1.3";"     1.2";"     3.5";"     6.3";"     3.3";"     1.0";"     2.6";"    14.6";"     1.2";"     1.3";"     3.3";"     5.1";"     1.6";"     0.9";"     2.5";"     3.7";"     1.3";"     1.0";"     2.6";"     4.2";"     4.2";"     0.5";"     1.0";"     2.3";"     4.4";"     0.4";"     0.6";"     1.9";"     7.7";"     0.3";"     0.4";"     0.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"    14.7";"    29.1";"     2.9";"    10.5";"    50.9";"     5.8";"     0.6";"     1.3";"     4.1";"    10.3";"     0.0";"     0.5";"     2.3";"    48.8";"    17.4";"     0.0";"     0.0";"     1.3";"    18.0";"     7.6";"     7.2";"     0.7";"     3.1";"    17.5";"     3.5"
"8223";"GM1783";"2021JJ00";"     0.9";"     1.2";"     4.4";"    11.8";"     4.0";"     1.0";"     3.1";"     1.3";"     4.1";"    14.2";"     8.2";"     0.1";"     1.4";"     6.5";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.9";"     6.5";"    18.5";"     0.8";"     7.3";"    21.8";"    66.3";"     1.5";"     2.9";"    11.5";"    33.8";"     1.2";"     1.4";"     4.2";"    13.4";"     0.7";"     3.8";"    14.1";"    44.6";"     0.7";"     5.2";"    15.2";"    43.5";"     2.0";"     4.5";"    24.4";"   125.4";"     0.6";"     2.7";"    12.2";"    34.9";"     0.6";"     3.0";"    12.7";"    33.6";"     0.7";"     2.0";"     7.4";"    20.6";"     2.2";"     2.1";"     5.9";"    28.8";"     2.2";"     2.1";"     5.9";"    24.5";"     2.9";"     0.6";"     1.5";"    11.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"    10.2";"    12.5";"     1.1";"     2.6";"     7.5";"     4.4";"     0.6";"     6.5";"    37.7";"     3.8";"     0.9";"     6.3";"    29.6";"    12.1";"    11.4";"     0.0";"     1.3";"     9.3";"     3.8";"     1.9";"     3.8";"     4.0";"    17.3";"    55.2";"     1.5"
"8239";"GM0098";"2021JJ00";"     1.9";"     1.1";"     2.3";"     2.7";"    12.3";"     2.9";"    12.5";"     0.0";"     0.1";"     3.5";"    16.7";"     0.0";"     0.0";"     0.7";"       .";"       .";"       .";"       .";"       .";"     2.2";"     1.6";"     3.4";"     4.0";"     2.1";"     4.0";"     8.4";"    10.0";"     5.1";"     0.6";"     0.8";"     3.8";"     2.7";"     2.0";"     4.5";"     5.8";"     1.5";"     2.2";"     5.0";"     6.2";"     1.5";"     3.1";"     7.2";"     8.9";"     3.8";"     0.7";"     2.8";"    20.9";"     1.0";"     2.1";"     6.0";"     7.5";"     1.2";"     1.4";"     4.6";"     5.7";"     0.9";"     1.8";"     5.0";"     7.2";"     4.9";"     1.0";"     1.1";"     1.8";"     4.9";"     1.0";"     1.1";"     1.8";"     5.5";"     0.5";"     0.6";"     0.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     5.4";"    16.3";"     2.5";"     5.3";"    13.3";"     2.8";"     0.8";"     1.9";"     9.7";"    13.2";"     0.0";"     0.1";"     2.4";"    32.9";"    15.4";"     0.0";"     0.0";"     0.8";"    13.6";"    13.5";"     5.3";"     1.2";"     4.9";"    27.7";"     2.9"
"8255";"GM0614";"2021JJ00";"     1.1";"     1.0";"     1.9";"     2.4";"    20.2";"     1.2";"     7.3";"     0.1";"     1.3";"     4.1";"    20.2";"     0.0";"     0.0";"     0.5";"       .";"       .";"       .";"       .";"       .";"     1.1";"     0.9";"     1.5";"     2.4";"     1.0";"     4.7";"     8.7";"    12.4";"     1.1";"     1.3";"     3.3";"     6.6";"     3.3";"     0.5";"     1.3";"     2.6";"     1.0";"     2.6";"     6.4";"     9.5";"     0.9";"     3.2";"     8.3";"    14.4";"     1.3";"     4.1";"     9.9";"    18.3";"     1.0";"     0.6";"     1.7";"     3.2";"     0.9";"     0.9";"     2.0";"     3.3";"     1.0";"     1.1";"     2.1";"     3.4";"     5.9";"     0.1";"     0.8";"     4.8";"     5.9";"     0.1";"     0.8";"     4.8";"     7.4";"     0.0";"     0.0";"     1.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"    28.7";"    33.0";"     1.2";"     3.2";"    33.9";"     6.8";"     0.1";"     1.7";"     5.0";"     6.5";"     0.1";"     1.4";"     3.0";"    24.2";"     9.6";"     0.0";"     0.5";"     1.6";"    22.9";"     6.5";"     7.8";"     1.3";"     4.4";"    42.2";"     1.3"
"8271";"GM0189";"2021JJ00";"     1.3";"     1.3";"     3.2";"     5.3";"     7.1";"     1.6";"     5.9";"     0.3";"     2.6";"     5.3";"     7.1";"     0.1";"     0.9";"     1.8";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.5";"     3.9";"     7.1";"     1.1";"     4.7";"    11.2";"    20.7";"     2.7";"     0.9";"     4.5";"    12.4";"     1.2";"     1.2";"     3.2";"     6.1";"     1.2";"     1.8";"     4.3";"    10.4";"     1.1";"     3.5";"     7.7";"    15.2";"     5.7";"     0.4";"     4.3";"    29.1";"     1.0";"     1.7";"     4.9";"     8.8";"     1.1";"     1.5";"     4.5";"     7.1";"     1.0";"     1.6";"     5.1";"     8.6";"     2.7";"     0.6";"     2.3";"    11.6";"     2.7";"     0.6";"     1.8";"     9.3";"     3.8";"     0.5";"     0.9";"     4.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     2.7";"     8.0";"     1.6";"     2.8";"    25.2";"     5.4";"     0.6";"     4.4";"    13.9";"     5.8";"     0.3";"     3.1";"     8.0";"    19.8";"     8.1";"     0.0";"     0.7";"     1.7";"    19.6";"     2.5";"     5.7";"     2.4";"     6.8";"    31.8";"     1.7"
"8287";"GM0462";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8303";"GM0463";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8319";"GM0296";"2021JJ00";"     1.3";"     1.1";"     7.1";"     8.6";"     9.5";"     1.6";"     9.0";"     0.0";"     1.5";"     5.4";"     9.5";"     0.0";"     0.8";"     2.0";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.9";"     6.4";"     8.8";"     1.2";"     3.1";"    22.0";"    28.4";"     2.4";"     1.1";"     4.0";"    13.7";"     1.7";"     0.2";"     1.5";"     3.1";"     0.9";"     2.0";"    15.0";"    22.0";"     1.3";"     2.9";"    22.6";"    30.0";"     3.1";"     1.7";"     7.6";"    51.8";"     0.9";"     1.2";"     8.0";"    13.4";"     1.0";"     0.9";"     6.7";"    11.6";"     0.9";"     0.8";"     5.0";"     9.4";"     2.3";"     2.1";"     2.7";"    11.0";"     2.4";"     1.6";"     1.8";"     8.5";"     3.2";"     0.5";"     0.9";"     4.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     2.5";"    11.3";"     2.3";"     2.5";"     6.0";"     2.0";"     1.3";"     4.2";"    15.0";"     2.9";"     0.9";"     2.8";"    13.0";"    11.3";"     2.4";"     0.9";"     2.1";"     8.5";"     4.7";"     2.2";"     3.5";"     1.0";"     4.8";"    36.3";"     2.4"
"8335";"GM1696";"2021JJ00";"     1.3";"     1.1";"     2.4";"     8.5";"    11.4";"     1.5";"     7.7";"     0.0";"     1.3";"     8.1";"     8.6";"     0.0";"     1.1";"     4.6";"       .";"       .";"       .";"       .";"       .";"     1.2";"     0.9";"     2.5";"     7.4";"     1.1";"     2.3";"     9.0";"    32.0";"     2.8";"     1.4";"     4.7";"    23.4";"     2.0";"     0.8";"     1.9";"    11.1";"     0.9";"     1.6";"     5.2";"    23.5";"     0.6";"     2.5";"     9.4";"    55.9";"     3.2";"     3.0";"    11.9";"    66.2";"     1.0";"     1.6";"     4.9";"    14.6";"     1.0";"     1.9";"     4.8";"    12.9";"     0.8";"     1.7";"     3.5";"     9.4";"     4.3";"     0.6";"     4.1";"    17.6";"     4.4";"     0.5";"     2.6";"    11.1";"     5.0";"     0.3";"     3.2";"     9.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.1";"     6.2";"     6.7";"     2.8";"     5.2";"    17.8";"     4.8";"     1.0";"     5.0";"    19.5";"     6.1";"     0.5";"     2.8";"    15.6";"     7.2";"     6.9";"     0.5";"     2.1";"     7.2";"     6.1";"     5.6";"     6.4";"     1.3";"     7.7";"    62.0";"     1.5"
"8351";"GM0352";"2021JJ00";"     0.6";"     1.4";"     4.3";"     6.2";"    14.7";"     1.0";"     7.7";"     0.1";"     1.1";"    10.4";"    14.6";"     0.0";"     0.0";"     5.4";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.5";"     4.2";"     5.8";"     0.6";"     4.2";"    14.9";"    22.2";"     2.0";"     1.0";"     3.0";"    17.7";"     1.4";"     1.1";"     4.1";"     6.1";"     0.8";"     1.8";"     6.5";"     9.9";"     0.8";"     3.6";"    14.1";"    18.6";"     2.0";"     1.9";"     3.9";"    32.2";"     0.8";"     1.5";"     4.5";"     7.2";"     0.8";"     1.7";"     5.4";"     8.4";"     0.7";"     1.9";"     5.5";"     9.2";"     1.8";"     0.8";"     1.1";"     4.4";"     1.8";"     0.8";"     1.1";"     4.1";"     1.8";"     0.8";"     1.1";"     2.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"    10.6";"    21.4";"     1.1";"     8.3";"    26.3";"     2.2";"     1.1";"     2.6";"    15.3";"     2.2";"     0.9";"     1.9";"    11.0";"    16.3";"    14.7";"     0.0";"     0.0";"     4.8";"    15.3";"    10.4";"    11.8";"     0.0";"     6.4";"    41.0";"     1.3"
"8367";"GM0052";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8383";"GM0053";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8399";"GM0294";"2021JJ00";"     1.6";"     1.3";"     4.8";"     5.3";"     2.8";"     1.7";"     2.8";"     0.9";"     1.0";"     1.9";"     2.8";"     0.9";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.9";"     8.0";"     8.8";"     1.1";"     5.5";"    19.9";"    24.1";"     2.0";"     0.9";"     1.1";"     5.2";"     1.3";"     1.8";"     6.6";"     7.4";"     1.1";"     5.1";"    18.3";"    20.3";"     1.0";"     6.2";"    23.2";"    28.9";"     1.3";"     4.5";"     7.0";"    13.5";"     0.9";"     1.6";"     7.3";"     8.9";"     1.7";"     0.5";"     3.2";"     3.6";"     0.8";"     1.8";"     8.2";"    11.3";"     1.7";"     3.1";"     3.5";"     4.3";"     2.0";"     2.3";"     2.6";"     3.3";"     2.5";"     0.8";"     0.9";"     1.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     2.2";"    38.7";"     2.4";"     2.6";"    38.9";"     2.0";"     1.8";"     2.2";"     6.7";"     2.1";"     0.9";"     1.0";"     2.8";"    39.7";"     2.0";"     0.9";"     1.0";"     1.0";"     1.8";"     2.0";"     3.9";"     1.0";"     2.0";"    14.3";"     2.7"
"8415";"GM0873";"2021JJ00";"     1.0";"     1.0";"     2.0";"     3.6";"    10.8";"     2.2";"    10.8";"     0.0";"     0.6";"     1.9";"    10.8";"     0.0";"     0.6";"     1.8";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.5";"     2.9";"     5.2";"     0.7";"     3.4";"     6.4";"    10.9";"     3.5";"     0.8";"     1.5";"     3.8";"     0.7";"     1.3";"     3.5";"     5.9";"     0.8";"     2.4";"     4.9";"     8.3";"     0.6";"     4.0";"     8.6";"    15.3";"     2.5";"     3.2";"     8.9";"    17.6";"     0.7";"     1.5";"     3.3";"     5.6";"     0.7";"     1.0";"     2.9";"     4.7";"     0.7";"     1.5";"     3.0";"     4.9";"     4.6";"     0.2";"     0.7";"     3.7";"     4.6";"     0.2";"     0.7";"     3.2";"    10.6";"     0.0";"     0.0";"     1.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"    11.2";"    19.7";"     2.3";"     3.7";"    46.0";"    11.8";"     0.0";"     0.5";"     1.7";"     3.5";"     0.8";"     1.8";"     4.6";"    12.3";"    12.0";"     0.0";"     0.5";"     1.0";"    19.1";"     3.5";"    15.0";"     0.0";"     2.3";"    14.9";"     1.1"
