"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen1Km_2";"Binnen3Km_3";"Binnen5Km_4";"AfstandTotHuisartsenpost_5";"AfstandTotApotheek_6";"AfstandTotZiekenhuis_7";"Binnen5Km_8";"Binnen10Km_9";"Binnen20Km_10";"AfstandTotZiekenhuis_11";"Binnen5Km_12";"Binnen10Km_13";"Binnen20Km_14";"AfstandTotConsultatiebureau_15";"AfstandTotFysiotherapeut_16";"Binnen1Km_17";"Binnen3Km_18";"Binnen5Km_19";"AfstandTotGroteSupermarkt_20";"Binnen1Km_21";"Binnen3Km_22";"Binnen5Km_23";"AfstandTotOvDagelLevensmiddelen_24";"Binnen1Km_25";"Binnen3Km_26";"Binnen5Km_27";"AfstandTotWarenhuis_28";"Binnen5Km_29";"Binnen10Km_30";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen1Km_33";"Binnen3Km_34";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen1Km_37";"Binnen3Km_38";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen1Km_41";"Binnen3Km_42";"Binnen5Km_43";"AfstandTotHotelED_44";"Binnen5Km_45";"Binnen10Km_46";"Binnen20Km_47";"AfstandTotKinderdagverblijf_48";"Binnen1Km_49";"Binnen3Km_50";"Binnen5Km_51";"AfstandTotBuitenschoolseOpvang_52";"Binnen1Km_53";"Binnen3Km_54";"Binnen5Km_55";"AfstandTotSchool_56";"Binnen1Km_57";"Binnen3Km_58";"Binnen5Km_59";"AfstandTotSchool_60";"Binnen3Km_61";"Binnen5Km_62";"Binnen10Km_63";"AfstandTotSchool_64";"Binnen3Km_65";"Binnen5Km_66";"Binnen10Km_67";"AfstandTotSchool_68";"Binnen3Km_69";"Binnen5Km_70";"Binnen10Km_71";"Binnen10Km_72";"Binnen20Km_73";"Binnen50Km_74";"Binnen10Km_75";"Binnen20Km_76";"Binnen50Km_77";"Binnen10Km_78";"Binnen20Km_79";"Binnen50Km_80";"Binnen10Km_81";"Binnen20Km_82";"Binnen50Km_83";"Binnen10Km_84";"Binnen20Km_85";"Binnen50Km_86";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotParkOfPlantsoen_88";"AfstandTotDagrecreatiefTerrein_89";"AfstandTotBos_90";"AfstandTotOpenNatTerreinTotaal_91";"AfstandTotOpenDroogNatTerrein_92";"AfstandTotOpenNatNatuurlijkTerrein_93";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotVolkstuin_96";"AfstandTotVerblijfsrecreatiefTerrein_97";"AfstandTotBegraafplaats_98";"AfstandTotRecreatiefBinnenwater_99";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102";"AfstandTotBibliotheek_103";"AfstandTotZwembad_104";"AfstandTotKunstijsbaan_105";"AfstandTotMuseum_106";"Binnen5Km_107";"Binnen10Km_108";"Binnen20Km_109";"AfstandTotPodiumkunstenTotaal_110";"Binnen5Km_111";"Binnen10Km_112";"Binnen20Km_113";"AfstandTotPoppodium_114";"AfstandTotBioscoop_115";"Binnen5Km_116";"Binnen10Km_117";"Binnen20Km_118";"AfstandTotSauna_119";"AfstandTotZonnebank_120";"AfstandTotAttractie_121";"Binnen10Km_122";"Binnen20Km_123";"Binnen50Km_124";"AfstandTotBrandweerkazerne_125"
"639";"CR23  ";"2021JJ00";"     0.7";"     3.2";"    23.2";"    51.9";"     3.8";"     0.8";"     2.9";"     1.8";"     4.8";"    12.7";"     3.7";"     1.3";"     3.6";"     8.6";"       .";"       .";"       .";"       .";"       .";"     0.7";"     4.0";"    29.1";"    65.2";"     0.5";"    20.5";"   158.0";"   354.3";"     2.1";"     5.2";"    14.2";"    33.1";"     1.0";"    11.0";"   100.3";"   223.4";"     0.6";"    15.4";"   133.7";"   302.5";"     0.5";"    36.0";"   312.0";"   698.7";"     1.4";"   135.1";"   286.0";"   451.1";"     0.5";"     7.4";"    55.4";"   126.6";"     0.5";"     3.9";"    30.0";"    70.5";"     0.6";"     2.7";"    19.8";"    45.9";"     1.5";"     7.6";"    17.9";"    49.1";"     1.5";"     5.3";"    12.6";"    36.0";"     1.9";"     5.3";"    12.3";"    32.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     3.7";"     6.3";"     1.6";"     2.4";"    10.1";"     2.7";"    14.9";"    32.3";"    57.3";"     2.5";"    14.8";"    34.5";"    57.1";"     4.3";"     4.0";"     4.0";"     9.0";"    16.4";"     3.8";"     2.0";"     3.5";"     5.5";"    15.5";"    66.1";"     2.0"
"655";"CR24  ";"2021JJ00";"     0.8";"     1.8";"     9.3";"    14.3";"     6.5";"     0.9";"     4.0";"     0.7";"     2.1";"     9.5";"     4.9";"     0.6";"     1.5";"     5.5";"       .";"       .";"       .";"       .";"       .";"     0.8";"     2.0";"     9.9";"    15.4";"     0.6";"     9.6";"    45.9";"    70.7";"     1.9";"     1.9";"     6.4";"    23.7";"     1.4";"     2.9";"    14.6";"    20.2";"     0.6";"     6.6";"    32.8";"    48.4";"     0.6";"    11.9";"    59.9";"    89.6";"     1.9";"     3.9";"    13.4";"   103.7";"     0.6";"     3.4";"    19.2";"    32.0";"     0.6";"     2.8";"    16.2";"    27.2";"     0.6";"     2.2";"    11.8";"    20.0";"     1.4";"     5.7";"     8.6";"    21.5";"     1.6";"     3.6";"     5.6";"    13.6";"     1.9";"     3.4";"     4.9";"    11.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     3.5";"     5.5";"     1.8";"     2.4";"    18.6";"     2.3";"     2.6";"     6.7";"    25.0";"     2.3";"     1.6";"     4.4";"    21.6";"     4.6";"     3.2";"     1.2";"     2.9";"     9.1";"     3.9";"     2.5";"     5.3";"     2.0";"     8.6";"    58.6";"     1.6"
"671";"CR25  ";"2021JJ00";"     0.8";"     1.9";"    10.4";"    22.5";"     4.8";"     0.9";"     3.5";"     1.5";"     4.2";"    13.8";"     6.0";"     1.1";"     2.2";"     6.5";"       .";"       .";"       .";"       .";"       .";"     0.7";"     1.9";"     9.7";"    21.2";"     0.6";"     9.2";"    47.3";"   100.0";"     1.6";"     3.3";"     9.4";"    30.6";"     1.1";"     3.5";"    20.8";"    40.3";"     0.6";"     6.1";"    33.7";"    70.0";"     0.6";"    11.3";"    63.8";"   128.9";"     1.6";"    12.7";"    34.5";"   130.8";"     0.5";"     3.0";"    19.4";"    44.7";"     0.6";"     2.5";"    16.5";"    38.9";"     0.7";"     2.0";"    11.3";"    25.7";"     1.9";"     4.0";"     9.2";"    22.5";"     1.9";"     3.1";"     7.1";"    17.9";"     2.4";"     2.3";"     5.0";"    12.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     3.7";"     6.8";"     1.3";"     2.1";"     7.1";"     2.8";"     5.9";"    12.8";"    40.3";"     3.7";"     1.6";"     3.7";"    21.9";"     6.6";"     4.8";"     1.6";"     3.5";"    10.5";"     4.6";"     2.7";"     4.2";"     3.6";"    16.2";"    73.2";"     1.6"
"687";"CR26  ";"2021JJ00";"     0.7";"     2.8";"    20.9";"    49.4";"     3.4";"     0.7";"     2.3";"     2.8";"     7.2";"    19.6";"     3.0";"     1.8";"     4.3";"    10.2";"       .";"       .";"       .";"       .";"       .";"     0.7";"     3.6";"    27.7";"    65.7";"     0.5";"    22.2";"   169.3";"   387.6";"     1.4";"     6.8";"    17.7";"    43.6";"     0.9";"    10.6";"    81.4";"   175.5";"     0.5";"    14.1";"   124.4";"   289.9";"     0.5";"    19.3";"   172.0";"   407.2";"     1.8";"    28.1";"    74.2";"   155.5";"     0.4";"     7.8";"    62.9";"   150.6";"     0.5";"     4.6";"    38.9";"    98.1";"     0.5";"     3.4";"    26.8";"    64.6";"     1.2";"     8.1";"    20.8";"    53.8";"     1.3";"     6.2";"    16.2";"    42.2";"     1.6";"     4.2";"    11.0";"    27.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.5";"     3.1";"     6.0";"     1.3";"     2.0";"     6.8";"     2.9";"     9.8";"    23.1";"    49.8";"     2.2";"     9.4";"    19.1";"    35.8";"     4.5";"     3.5";"     2.2";"     5.4";"    14.9";"     4.7";"     1.2";"     2.9";"     9.2";"    21.9";"    63.5";"     1.9"
"703";"CR27  ";"2021JJ00";"     0.7";"     1.5";"     8.4";"    17.4";"     3.3";"     0.9";"     2.8";"     1.1";"     4.8";"    19.9";"     5.3";"     0.5";"     2.2";"     9.3";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.3";"    11.8";"    24.0";"     0.6";"     8.9";"    41.5";"    84.7";"     1.7";"     2.7";"    12.9";"    44.1";"     1.0";"     4.1";"    19.4";"    33.2";"     0.6";"     8.0";"    41.8";"    80.9";"     0.6";"    12.5";"    59.8";"   102.3";"     2.0";"    10.2";"    31.0";"   162.7";"     0.5";"     3.9";"    24.8";"    54.3";"     0.6";"     3.3";"    20.3";"    46.8";"     0.6";"     2.1";"    11.3";"    26.7";"     1.7";"     5.3";"     9.4";"    32.2";"     1.8";"     4.0";"     7.5";"    26.9";"     2.3";"     2.1";"     3.6";"    14.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     6.1";"    11.1";"     1.4";"     2.2";"     9.6";"     3.2";"     2.7";"     8.7";"    47.9";"     3.0";"     1.4";"     8.0";"    39.3";"    11.1";"     6.7";"     0.9";"     2.5";"    14.3";"     6.6";"     1.9";"     3.2";"     6.3";"    23.4";"    57.5";"     1.6"
"719";"CR28  ";"2021JJ00";"     0.9";"     1.2";"     5.3";"     9.1";"     6.2";"     1.2";"     4.4";"     0.9";"     2.0";"    10.6";"     8.9";"     0.3";"     0.6";"     3.9";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.4";"     6.8";"    12.4";"     0.8";"     5.3";"    26.7";"    45.6";"     3.1";"     1.1";"     3.7";"    20.1";"     1.3";"     1.2";"     7.4";"    12.3";"     0.8";"     3.4";"    19.9";"    33.0";"     0.9";"     4.4";"    26.4";"    44.2";"     2.6";"     1.9";"     5.8";"    37.3";"     0.7";"     2.6";"    12.4";"    22.4";"     0.8";"     2.2";"    10.2";"    19.2";"     0.7";"     1.8";"     8.5";"    15.2";"     2.6";"     3.6";"     5.5";"    11.6";"     2.8";"     2.6";"     4.0";"     8.7";"     3.5";"     1.7";"     2.4";"     4.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     4.6";"    10.3";"     2.0";"     3.6";"    17.1";"     4.8";"     1.1";"     3.0";"    15.0";"     4.8";"     1.1";"     2.6";"    10.8";"    10.1";"     5.5";"     0.8";"     1.8";"     6.9";"     9.6";"     3.8";"     5.7";"     2.7";"    10.1";"    80.0";"     2.1"
"735";"CR29  ";"2021JJ00";"     0.8";"     2.0";"    11.4";"    27.0";"     5.1";"     0.9";"     3.4";"     2.4";"     6.9";"    19.4";"     5.3";"     1.2";"     3.3";"     8.6";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.9";"    16.4";"    38.7";"     0.6";"    14.5";"    81.9";"   185.3";"     2.1";"     3.8";"    11.7";"    35.5";"     1.1";"     6.7";"    43.4";"    99.0";"     0.6";"    11.0";"    76.7";"   169.7";"     0.7";"    11.4";"    82.9";"   185.8";"     2.7";"    16.1";"    40.1";"    96.9";"     0.5";"     4.9";"    29.4";"    71.0";"     0.6";"     3.3";"    20.9";"    51.8";"     0.6";"     2.6";"    14.8";"    34.9";"     2.0";"     6.2";"    14.5";"    42.6";"     2.1";"     4.6";"    11.2";"    33.5";"     2.6";"     2.9";"     6.5";"    18.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"     7.8";"    11.5";"     1.7";"     2.3";"    12.5";"     4.9";"     4.4";"    10.8";"    28.0";"     3.9";"     4.7";"    11.5";"    27.5";"     7.5";"     6.0";"     2.0";"     4.9";"    12.1";"     5.5";"     2.7";"     3.6";"     6.3";"    18.2";"    60.3";"     1.9"
"751";"CR30  ";"2021JJ00";"     0.9";"     1.4";"     6.2";"    12.8";"     6.3";"     0.9";"     3.9";"     1.1";"     3.0";"    10.9";"     4.2";"     0.7";"     1.7";"     5.3";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.7";"     8.2";"    17.1";"     0.8";"     6.9";"    30.6";"    61.5";"     2.4";"     1.7";"     5.0";"    18.3";"     1.6";"     1.8";"     7.9";"    16.2";"     0.7";"     5.4";"    25.1";"    52.2";"     0.8";"     5.2";"    25.0";"    53.7";"     3.2";"     2.8";"     8.1";"    39.9";"     0.5";"     3.6";"    19.0";"    40.4";"     0.6";"     2.4";"    12.3";"    25.8";"     0.6";"     2.0";"     9.5";"    19.5";"     2.1";"     3.8";"     6.9";"    17.0";"     2.2";"     3.0";"     5.3";"    13.3";"     3.3";"     1.5";"     2.9";"     7.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     3.2";"     9.8";"     1.5";"     2.7";"    10.1";"     4.3";"     2.2";"     4.7";"    15.1";"     4.5";"     1.2";"     3.1";"    12.5";"     9.5";"     5.2";"     0.8";"     1.9";"     5.6";"     6.1";"     3.3";"     6.6";"     1.1";"     6.6";"    64.4";"     1.8"
"767";"CR31  ";"2021JJ00";"     1.9";"     0.5";"     1.3";"     1.8";"     9.4";"     2.6";"     6.2";"     0.5";"     0.8";"     1.7";"     9.4";"     0.3";"     0.5";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.0";"     3.3";"     4.5";"     1.0";"     3.7";"     9.9";"    13.3";"     6.3";"     0.5";"     0.8";"     1.8";"     1.6";"     1.5";"     5.0";"     8.5";"     1.1";"     2.6";"     7.4";"    10.5";"     1.2";"     4.0";"    12.2";"    18.1";"     2.5";"     2.4";"     6.1";"    15.4";"     1.0";"     1.3";"     4.0";"     5.5";"     1.0";"     1.6";"     4.9";"     6.5";"     1.0";"     1.1";"     3.3";"     4.4";"     5.7";"     1.2";"     1.5";"     2.4";"     5.7";"     1.1";"     1.4";"     2.2";"     5.8";"     0.5";"     0.7";"     1.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"    39.7";"    43.4";"     2.8";"     5.4";"   111.4";"     4.0";"     0.7";"     1.4";"     3.7";"    15.0";"     0.5";"     0.7";"     1.3";"    15.1";"    10.9";"     0.4";"     0.6";"     1.3";"    13.9";"    14.5";"    25.6";"     0.4";"     0.8";"     9.5";"     2.1"
"783";"CR32  ";"2021JJ00";"     1.2";"     0.8";"     3.0";"     5.0";"     8.7";"     1.3";"     7.0";"     0.7";"     1.4";"     2.1";"    11.0";"     0.3";"     0.6";"     0.9";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.1";"     4.3";"     7.2";"     0.9";"     4.6";"    16.9";"    26.2";"     6.6";"     0.5";"     1.1";"     1.8";"     2.0";"     1.8";"     7.5";"    11.0";"     1.0";"     4.0";"    16.1";"    25.3";"     1.0";"     4.7";"    19.4";"    31.0";"     2.6";"     7.6";"    19.7";"    46.3";"     0.7";"     2.0";"     7.0";"    12.7";"     0.9";"     1.8";"     6.7";"    12.5";"     0.8";"     1.6";"     5.3";"     9.5";"     4.9";"     2.0";"     3.2";"     6.4";"     5.2";"     1.6";"     2.4";"     4.8";"     6.3";"     0.8";"     1.3";"     2.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     8.2";"    18.1";"     3.6";"     5.7";"    81.0";"     4.2";"     0.7";"     2.0";"     4.9";"     6.5";"     1.1";"     2.4";"     3.6";"     7.2";"     8.7";"     0.3";"     0.6";"     1.0";"     9.1";"     9.1";"     6.8";"     2.7";"     4.3";"    13.6";"     1.5"
"799";"CR33  ";"2021JJ00";"     1.0";"     1.1";"     5.4";"    10.7";"     5.9";"     1.2";"     4.8";"     0.8";"     1.9";"     5.1";"     6.7";"     0.6";"     1.2";"     2.8";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.8";"     8.6";"    15.9";"     0.8";"     6.3";"    32.3";"    59.0";"     2.7";"     1.6";"     3.9";"    11.1";"     1.0";"     4.2";"    23.3";"    39.9";"     0.7";"     5.7";"    33.4";"    59.3";"     0.8";"     6.4";"    37.3";"    65.9";"     2.1";"     5.5";"    12.1";"    34.5";"     0.6";"     2.5";"    14.0";"    28.5";"     0.7";"     2.1";"    11.6";"    24.0";"     0.7";"     1.5";"     7.4";"    14.8";"     2.4";"     2.8";"     5.1";"    10.8";"     2.5";"     2.1";"     3.9";"     8.5";"     3.6";"     1.6";"     2.9";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.0";"     5.5";"     9.2";"     2.3";"     3.5";"    18.5";"     4.0";"     0.9";"     2.5";"     7.1";"     4.4";"     1.1";"     2.3";"     5.9";"    10.0";"     7.8";"     0.7";"     1.4";"     3.0";"     8.1";"     3.5";"     5.7";"     2.9";"     7.3";"    32.4";"     2.1"
"815";"CR34  ";"2021JJ00";"     1.0";"     1.3";"     7.1";"    13.9";"     6.6";"     1.4";"     5.5";"     0.7";"     1.8";"     5.9";"     6.2";"     0.6";"     1.3";"     3.9";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.9";"    10.2";"    19.2";"     0.8";"     6.4";"    33.6";"    63.4";"     2.5";"     1.8";"     4.7";"    15.7";"     1.0";"     3.8";"    21.8";"    37.4";"     0.8";"     6.8";"    39.3";"    69.4";"     0.7";"     6.6";"    38.3";"    66.7";"     2.9";"     4.9";"    12.7";"    45.2";"     0.7";"     2.3";"    13.1";"    25.8";"     0.7";"     1.7";"     9.7";"    19.2";"     0.7";"     1.7";"     8.6";"    17.4";"     2.6";"     2.7";"     5.0";"    11.8";"     2.7";"     2.2";"     4.2";"    10.0";"     3.6";"     1.2";"     2.2";"     5.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.3";"     6.5";"    10.1";"     1.9";"     3.5";"    11.1";"     5.6";"     1.1";"     2.8";"    11.0";"     5.3";"     1.9";"     4.2";"    10.6";"    10.2";"     7.6";"     1.0";"     1.8";"     4.5";"     5.6";"     3.5";"     5.1";"     3.6";"     9.8";"    41.2";"     1.9"
"831";"CR35  ";"2021JJ00";"     1.2";"     0.9";"     4.1";"     7.5";"     7.4";"     1.4";"     5.5";"     0.8";"     2.1";"     7.3";"     9.0";"     0.2";"     0.6";"     1.9";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.5";"     6.5";"    12.1";"     0.9";"     4.6";"    20.8";"    37.1";"     2.8";"     1.3";"     4.3";"    15.0";"     1.1";"     2.6";"    11.7";"    21.2";"     0.8";"     4.4";"    21.1";"    39.3";"     0.9";"     6.0";"    29.8";"    53.1";"     2.5";"     4.0";"    11.9";"    40.9";"     0.7";"     1.9";"     8.7";"    17.6";"     0.7";"     1.8";"     8.8";"    17.1";"     0.7";"     1.5";"     6.3";"    12.5";"     2.8";"     1.9";"     3.4";"     8.3";"     3.0";"     1.6";"     2.9";"     6.8";"     3.3";"     0.9";"     1.5";"     3.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     6.6";"    14.3";"     2.1";"     3.5";"    14.1";"     4.2";"     1.6";"     4.9";"    15.9";"     4.5";"     1.2";"     3.0";"    10.6";"     8.5";"     5.6";"     0.8";"     1.8";"     5.5";"     6.9";"     4.0";"     5.8";"     1.7";"     6.6";"    47.0";"     2.0"
"847";"CR36  ";"2021JJ00";"     1.0";"     1.2";"     6.4";"    13.7";"     6.8";"     1.4";"     5.0";"     1.1";"     2.9";"     7.1";"     6.6";"     0.7";"     1.9";"     4.1";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.8";"    10.3";"    22.1";"     0.8";"     4.9";"    27.5";"    58.0";"     2.3";"     2.6";"     7.2";"    19.8";"     1.0";"     3.3";"    20.7";"    42.3";"     0.7";"     5.8";"    38.4";"    80.7";"     0.8";"     6.5";"    44.5";"    90.7";"     2.2";"     7.3";"    19.3";"    48.0";"     0.6";"     2.1";"    12.2";"    27.4";"     0.7";"     2.1";"    12.3";"    27.9";"     0.7";"     1.4";"     7.7";"    17.4";"     2.5";"     2.4";"     5.5";"    14.3";"     2.5";"     1.9";"     4.3";"    11.3";"     3.3";"     1.3";"     2.9";"     8.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.3";"     6.1";"     8.3";"     2.4";"     3.1";"    12.6";"     3.4";"     1.7";"     5.0";"    14.1";"     5.3";"     2.1";"     5.0";"    11.2";"    10.6";"     6.4";"     1.3";"     2.8";"     6.6";"     6.5";"     4.5";"     4.7";"     3.5";"    10.0";"    38.9";"     2.0"
"863";"CR37  ";"2021JJ00";"     1.3";"     0.7";"     2.5";"     4.7";"     7.4";"     2.1";"     4.8";"     0.6";"     1.3";"     4.2";"     7.7";"     0.4";"     0.7";"     1.6";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.6";"     6.4";"    11.8";"     0.9";"     4.4";"    19.9";"    33.9";"     3.1";"     1.3";"     2.3";"     6.6";"     0.8";"     2.9";"    14.7";"    26.1";"     0.7";"     4.6";"    22.7";"    38.4";"     1.0";"     4.1";"    21.1";"    35.6";"     2.2";"     3.9";"    10.0";"    30.4";"     0.8";"     1.6";"     7.0";"    13.4";"     0.8";"     1.4";"     5.8";"    11.1";"     0.8";"     1.3";"     5.5";"    10.4";"     3.4";"     1.0";"     1.8";"     3.3";"     3.5";"     0.9";"     1.7";"     3.2";"     4.1";"     0.7";"     1.2";"     2.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     4.7";"    12.6";"     2.3";"     3.6";"    43.5";"     3.8";"     1.2";"     2.8";"     8.0";"     5.8";"     0.8";"     1.3";"     3.8";"    13.1";"     5.5";"     0.9";"     1.5";"     3.7";"    12.7";"     5.8";"     5.5";"     1.6";"     5.6";"    27.5";"     2.5"
"879";"CR38  ";"2021JJ00";"     1.1";"     1.1";"     4.0";"     6.8";"     6.8";"     1.6";"     4.6";"     0.6";"     1.4";"     4.8";"     6.8";"     0.4";"     0.7";"     1.4";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.4";"     5.7";"     9.3";"     0.7";"     4.0";"    16.1";"    25.6";"     3.7";"     0.9";"     2.1";"     7.0";"     0.7";"     3.1";"    13.4";"    23.1";"     0.7";"     4.9";"    22.2";"    35.8";"     0.9";"     4.5";"    21.4";"    33.3";"     2.0";"     4.0";"    10.6";"    31.5";"     0.8";"     1.5";"     6.3";"    12.0";"     0.9";"     1.2";"     5.1";"    10.3";"     0.8";"     1.1";"     4.6";"     8.6";"     3.5";"     1.5";"     2.4";"     5.1";"     3.5";"     1.3";"     2.2";"     4.4";"     3.9";"     0.8";"     1.3";"     2.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     4.9";"     6.6";"     2.8";"     3.7";"    28.6";"     3.3";"     1.1";"     2.9";"     9.7";"     6.3";"     1.0";"     1.9";"     3.8";"     6.7";"     5.0";"     0.7";"     1.5";"     3.7";"     9.5";"     4.2";"     5.3";"     1.8";"     5.2";"    30.4";"     3.0"
"895";"CR39  ";"2021JJ00";"     0.8";"     1.3";"     6.3";"    13.6";"     6.3";"     1.2";"     4.4";"     1.1";"     2.2";"     4.9";"     6.2";"     0.4";"     0.9";"     1.9";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.6";"     8.2";"    17.8";"     0.7";"     5.7";"    30.0";"    61.4";"     2.4";"     2.3";"     5.6";"    13.9";"     0.6";"     4.3";"    23.6";"    48.8";"     0.5";"     5.9";"    32.3";"    68.0";"     0.7";"     7.9";"    45.8";"    91.7";"     1.7";"    16.7";"    42.4";"   148.1";"     0.7";"     1.8";"    10.6";"    24.0";"     0.9";"     1.3";"     6.9";"    15.4";"     0.7";"     1.2";"     6.5";"    14.5";"     2.6";"     2.6";"     5.4";"    13.1";"     2.7";"     2.1";"     4.4";"    10.7";"     2.9";"     1.5";"     3.1";"     7.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     3.1";"     5.9";"     1.7";"     3.2";"    14.2";"     3.4";"     2.0";"     4.9";"    13.7";"     4.7";"     1.3";"     2.7";"     6.0";"     6.0";"     5.2";"     1.2";"     2.5";"     5.3";"     5.6";"     2.5";"     5.0";"     3.6";"     9.3";"    19.2";"     2.4"
